id,type,category,page,views
13162,Public,Home,/,1
13163,Public,Home,/,1
13164,Public,Home,/,1
13165,Public,Home,/,1
13166,Public,activate,activate/214/cd0babb486f13298080a0d00e22bb9f400aa65fa,1
13167,Public,Home,/,1
13168,Public,News,News/After-Hours-Movers/February-13th-2021,1
13169,Public,News,News/After-Hours-Movers/February-13th-2021,1
13170,Public,News,News/Market-Movers/February-13th-2021,1
13171,Public,News,News/Pre-Market-Movers/February-13th-2021,1
13172,Public,News,News/Pre-Market-Movers/February-13th-2021,1
13173,Public,News,News/Market-Movers/February-13th-2021,1
13174,Public,News,News/Pre-Market-Movers/February-13th-2021,1
13175,Public,News,News/Market-Movers/February-13th-2021,1
13176,Public,News,News/Market-Movers/February-13th-2021,1
13177,Public,News,News/After-Hours-Movers/February-13th-2021,1
13178,Public,News,News/Pre-Market-Movers/February-13th-2021,1
13179,Public,News,News/After-Hours-Movers/February-13th-2021,1
13180,Public,News,News/Pre-Market-Movers/February-13th-2021,1
13181,Public,News,News/After-Hours-Movers/February-13th-2021,1
13182,Public,Home,/,1
13183,Public,Home,/,1
13184,Public,News,News/After-Hours-Movers/February-13th-2021,1
13185,Public,Home,/,1
13186,Public,Home,/,1
13187,Public,Home,/,1
13188,Public,Home,/,1
13189,Public,News,News/Market-Movers/February-13th-2021,1
13190,Public,Home,/,1
13191,Public,News,News/Pre-Market-Movers/February-13th-2021,1
13192,Public,Home,/,1
13193,Public,Home,/,1
13194,Public,Home,/,1
13195,Public,Home,/,1
13196,Public,Home,/,1
13197,Public,Home,/,1
13198,Public,Home,/,1
13199,Public,Home,/,1
13200,Public,News,News/Market-Movers/February-13th-2021,24
13201,Public,News,News/After-Hours-Movers/February-13th-2021,18
13202,Public,News,News/Pre-Market-Movers/February-13th-2021,12
13203,Public,Home,/,1
13204,Public,Home,/,1
13205,Public,Home,/,1
13206,Public,Stock,Stock/NYSE/UGLD,6
13207,Public,Home,/,1
13208,Public,Home,/,1
13209,Public,Home,/,1
13210,Public,Home,/,1
13211,Public,News,News/Market-Movers/October-22nd-2020,2
13212,Public,Home,/,1
13213,Public,Home,/,1
13214,Public,Home,/,1
13215,Public,Home,/,1
13216,Public,Home,/,1
13217,Public,Home,/,1
13218,Public,Home,/,1
13219,Public,Home,/,1
13220,Public,Home,/,1
13221,Public,Home,/,1
13222,Public,activate,activate/213/685ae153c4d89493fde894201b5a3218840c3734,2
13223,Public,Home,/,1
13224,Public,Home,/,1
13225,Public,Stock,Stock/NASDAQ/INSTHE,2
13226,Public,Stock,Stock/NASDAQ/INBUND,1
13227,Public,Stock,Stock/NASDAQ/IVWRLCHF,2
13228,Public,Stock,Stock/NASDAQ/IVAPXCHF,1
13229,Public,Stock,Stock/NASDAQ/IVEURGBP,1
13230,Public,Stock,Stock/NASDAQ/IVJPNCHF,1
13231,Public,Home,/,1
13232,Public,Stock,Stock/NYSE/LOA,2
13233,Public,Home,/,1
13234,Public,Home,/,1
13235,Public,Home,/,1
13236,Public,Home,/,1
13237,Public,Home,/,1
13238,Public,Home,/,1
13239,Public,Home,/,1
13240,Public,Home,/,1
13241,Public,Home,/,1
13242,Public,Home,/,1
13243,Public,Home,/,1
13244,Public,Home,/,1
13245,Public,Home,/,1
13246,Public,Home,/,1
13247,Public,Home,/,1
13248,Public,Home,/,1
13249,Public,Home,/,1
13250,Public,Home,/,1
13251,Public,Stock,Stock/NYSE/FXB,1
13252,Public,Home,/,1
13253,Public,Home,/,1
13254,Public,Home,/,1
13255,Public,Home,/,1
13256,Public,News,News/After-Hours-Movers/January-6th-2021,6
13257,Public,News,News/After-Hours-Movers/December-10th-2020,10
13258,Public,Home,/,1
13259,Public,Home,/,1
13260,Public,News,News/Pre-Market-Movers/February-14th-2021,12
13261,Public,News,News/Market-Movers/February-14th-2021,11
13262,Public,News,News/After-Hours-Movers/February-14th-2021,12
13263,Public,Home,/,1
13264,Public,News,News/Market-Movers/December-24th-2020,9
13265,Public,News,News/Market-Movers/December-18th-2020,3
13266,Public,Home,/,1
13267,Public,Home,/,1
13268,Public,Home,/,1
13269,Public,Home,/,1
13270,Public,Home,/,1
13271,Public,Home,/,1
13272,Public,Home,/,1
13273,Public,Home,/,1
13274,Public,Home,/,1
13275,Public,News,News/Pre-Market-Movers/December-26th-2020,9
13276,Public,Home,/,1
13277,Public,Home,/,1
13278,Public,Home,/,1
13279,Public,Home,/,1
13280,Public,Home,/,1
13281,Public,Home,/,1
13282,Public,activate,activate/215/497aee02fd8b4ab6262491da6de63ac6126a20a7,1
13283,Public,activate,activate/215/497aee02fd8b4ab6262491da6de63ac6126a20a7,1
13284,Public,Stock,Stock/NYSE/ERUS,1
13285,Public,Home,/,1
13286,Public,Home,/,1
13287,Public,Home,/,1
13288,Public,Home,/,1
13289,Public,Home,/,1
13290,Public,Home,/,1
13291,Public,Home,/,1
13292,Public,Home,/,1
13293,Public,Home,/,1
13294,Public,Home,/,1
13295,Public,Home,/,1
13296,Public,News,News/After-Hours-Movers/December-29th-2020,4
13297,Public,Home,/,1
13298,Public,Home,/,1
13299,Public,Home,/,1
13300,Public,Home,/,1
13301,Public,Home,/,1
13302,Public,Home,/,1
13303,Public,Home,/,1
13304,Public,Home,/,1
13305,Public,Home,/,1
13306,Public,Home,/,1
13307,Public,Home,/,1
13308,Public,Home,/,1
13309,Public,Home,/,1
13310,Public,Home,/,1
13311,Public,Home,/,1
13312,Public,Home,/,1
13313,Public,Home,/,1
13314,Public,Home,/,1
13315,Public,Home,/,1
13316,Public,Home,/,1
13317,Public,Home,/,1
13318,Public,Home,/,1
13319,Public,Stock,Stock/AMEX/IQM,1
13320,Public,News,News/Pre-Market-Movers/November-29th-2020,7
13321,Public,Home,/,1
13322,Public,Stock,Stock/AMEX/SMOG,8
13323,Public,Home,/,1
13324,Public,Stock,Stock/AMEX/IQM,26
13325,Public,Home,/,1
13326,Public,Home,/,1
13327,Public,Home,/,1
13328,Public,Home,/,1
13329,Public,News,News/Pre-Market-Movers/October-18th-2020,8
13330,Public,Home,/,1
13331,Public,Home,/,1
13332,Public,Home,/,1
13333,Public,Home,/,1
13334,Public,Home,/,1
13335,Public,Home,/,1
13336,Public,Stock,Stock/NYSE/BSCL,12
13337,Public,Home,/,1
13338,Public,Home,/,1
13339,Public,Home,/,1
13340,Public,Home,/,1
13341,Public,Home,/,1
13342,Public,Home,/,1
13343,Public,Stock,Stock/AMEX/OVM,4
13344,Public,Home,/,1
13345,Public,Home,/,1
13346,Public,Home,/,1
13347,Public,Home,/,1
13348,Public,Home,/,1
13349,Public,Home,/,1
13350,Public,Home,/,1
13351,Public,Home,/,1
13352,Public,Home,/,1
13353,Public,Home,/,1
13354,Public,Home,/,1
13355,Public,Home,/,1
13356,Public,Home,/,1
13357,Public,Home,/,1
13358,Public,Home,/,1
13359,Public,Home,/,1
13360,Public,Home,/,1
13361,Public,Home,/,1
13362,Public,Home,/,1
13363,Public,Home,/,1
13364,Public,Home,/,1
13365,Public,Home,/,1
13366,Public,Home,/,1
13367,Public,Home,/,1
13368,Public,activate,activate/217/635293f4baea0a342690afc7ff615c1bdd5a9a6c,1
13369,Public,Home,/,1
13370,Public,Home,/,1
13371,Public,Home,/,1
13372,Public,Home,/,1
13373,Public,Home,/,1
13374,Public,Home,/,1
13375,Public,Home,/,1
13376,Public,Home,/,1
13377,Public,Home,/,1
13378,Public,Home,/,1
13379,Public,Home,/,1
13380,Public,Home,/,1
13381,Public,Home,/,1
13382,Public,activate,activate/218/07f7c8f07af731abdb54ea19320923d5ef4dbf6c,1
13383,Public,Home,/,1
13384,Public,Home,/,1
13385,Public,Home,/,1
13386,Public,Home,/,1
13387,Public,Home,/,1
13388,Public,Home,/,1
13389,Public,Home,/,1
13390,Public,activate,activate/219/1da2b9c9593def629ac7045edda33e7f1662502c,1
13391,Public,Home,/,1
13392,Public,Home,/,1
13393,Public,Home,/,1
13394,Public,Home,/,1
13395,Public,Home,/,1
13396,Public,Home,/,1
13397,Public,Home,/,1
13398,Public,Home,/,1
13399,Public,Home,/,1
13400,Public,Home,/,1
13401,Public,Home,/,1
13402,Public,Stock,Stock/NYSE/AGM,11
13403,Public,Home,/,1
13404,Public,Home,/,1
13405,Public,Stock,Stock/NYSE/CMC,11
13406,Public,Stock,Stock/NYSE/NFO,1
13407,Public,Home,/,1
13408,Public,Home,/,1
13409,Public,Home,/,1
13410,Public,Home,/,1
13411,Public,News,News/After-Hours-Movers/February-15th-2021,1
13412,Public,News,News/After-Hours-Movers/February-15th-2021,1
13413,Public,News,News/Pre-Market-Movers/February-15th-2021,1
13414,Public,News,News/Pre-Market-Movers/February-15th-2021,1
13415,Public,News,News/Market-Movers/February-15th-2021,1
13416,Public,News,News/Market-Movers/February-15th-2021,1
13417,Public,News,News/After-Hours-Movers/February-15th-2021,1
13418,Public,News,News/After-Hours-Movers/February-15th-2021,1
13419,Public,News,News/Pre-Market-Movers/February-15th-2021,1
13420,Public,News,News/Pre-Market-Movers/February-15th-2021,1
13421,Public,News,News/After-Hours-Movers/February-15th-2021,1
13422,Public,News,News/Market-Movers/February-15th-2021,1
13423,Public,News,News/Market-Movers/February-15th-2021,1
13424,Public,News,News/Market-Movers/February-15th-2021,1
13425,Public,News,News/Pre-Market-Movers/February-15th-2021,1
13426,Public,Home,/,1
13427,Public,Home,/,1
13428,Public,Home,/,1
13429,Public,Home,/,1
13430,Public,Home,/,1
13431,Public,Home,/,1
13432,Public,Home,/,1
13433,Public,News,News/Market-Movers/February-15th-2021,1
13434,Public,Home,/,1
13435,Public,Home,/,1
13436,Public,Home,/,1
13437,Public,Home,/,1
13438,Public,Home,/,1
13439,Public,Home,/,1
13440,Public,Home,/,1
13441,Public,Home,/,1
13442,Public,Home,/,1
13443,Public,News,News/Market-Movers/February-15th-2021,12
13444,Public,News,News/Pre-Market-Movers/February-15th-2021,20
13445,Public,News,News/After-Hours-Movers/February-15th-2021,17
13446,Public,Stock,Stock/AMEX/BMAR,5
13447,Public,Home,/,1
13448,Public,Home,/,1
13449,Public,Home,/,1
13450,Public,Home,/,1
13451,Public,Home,/,1
13452,Public,Home,/,1
13453,Public,Home,/,1
13454,Public,Home,/,1
13455,Public,Home,/,1
13456,Public,Home,/,1
13457,Public,Home,/,1
13458,Public,Membership-Upgrade,Membership-Upgrade/Premium,76
13459,Private,Confirm-Subscription-Upgrade,Confirm-Subscription-Upgrade/Premium,2
13460,Public,Home,/,1
13461,Public,Home,/,1
13462,Public,Home,/,1
13463,Public,Home,/,1
13464,Public,Home,/,1
13465,Public,Home,/,1
13466,Public,Home,/,1
13467,Public,Home,/,1
13468,Public,Home,/,1
13469,Public,Home,/,1
13470,Public,Home,/,1
13471,Public,Home,/,1
13472,Public,Home,/,1
13473,Public,Home,/,1
13474,Public,Home,/,1
13475,Public,Home,/,1
13476,Public,Home,/,1
13477,Public,Home,/,1
13478,Public,Home,/,1
13479,Public,Home,/,1
13480,Public,Home,/,1
13481,Public,Home,/,1
13482,Public,Home,/,1
13483,Public,Home,/,1
13484,Public,Home,/,1
13485,Public,Home,/,1
13486,Public,Stock,Stock/NYSE/LSPD,1
13487,Public,Home,/,1
13488,Public,Home,/,1
13489,Public,Home,/,1
13490,Public,Home,/,1
13491,Public,Home,/,1
13492,Public,Home,/,1
13493,Public,Stock,Stock/NYSE/LSPD,1
13494,Public,Stock,Stock/NYSE/LSPD,15
13495,Public,Stock,Stock/NYSE/SOLO,1
13496,Public,Stock,Stock/NYSE/SOLO,15
13497,Public,Home,/,1
13498,Public,Home,/,1
13499,Public,Home,/,1
13500,Public,Home,/,1
13501,Public,Stock,Stock/NYSE/DFVL,13
13502,Public,Home,/,1
13503,Public,Home,/,1
13504,Public,Home,/,1
13505,Public,Home,/,1
13506,Public,Home,/,1
13507,Public,activate,activate/220/5493d305a4a602778ef035c7b95265fd5e6cea4b,1
13508,Public,activate,activate/220/5493d305a4a602778ef035c7b95265fd5e6cea4b,1
13509,Public,activate,activate/220/5493d305a4a602778ef035c7b95265fd5e6cea4b,1
13510,Public,Home,/,1
13511,Public,Home,/,1
13512,Public,Stock,Stock/NYSE/DPW,1
13513,Public,Home,/,1
13514,Public,Stock,Stock/NYSE/DPW,1
13515,Public,Stock,Stock/NYSE/DPW,1
13516,Public,Home,/,1
13517,Public,Home,/,1
13518,Public,Stock,Stock/NYSE/DPW,1
13519,Public,Home,/,1
13520,Public,Stock,Stock/NYSE/DPW,1
13521,Public,Stock,Stock/NYSE/BGI,1
13522,Public,Stock,Stock/NYSE/ZOM,1
13523,Public,Stock,Stock/NYSE/BGI,1
13524,Public,Stock,Stock/NYSE/ZOM,1
13525,Public,Stock,Stock/NYSE/BGI,1
13526,Public,Stock,Stock/NYSE/ZOM,1
13527,Public,Stock,Stock/NYSE/BGI,1
13528,Public,Stock,Stock/NYSE/BGI,20
13529,Public,Stock,Stock/NYSE/ZOM,1
13530,Public,Stock,Stock/NYSE/ZOM,1
13531,Public,Stock,Stock/NYSE/DPW,1
13532,Public,Stock,Stock/NYSE/DPW,16
13533,Public,Home,/,1
13534,Public,Stock,Stock/NYSE/ZOM,1
13535,Public,Stock,Stock/NYSE/ZOM,1
13536,Public,Home,/,1
13537,Public,Stock,Stock/NYSE/ZOM,1
13538,Public,Stock,Stock/NYSE/ZOM,1
13539,Public,Stock,Stock/NYSE/ZOM,17
13540,Public,Home,/,1
13541,Public,Home,/,1
13542,Public,Home,/,1
13543,Public,Home,/,1
13544,Public,Home,/,1
13545,Public,Home,/,1
13546,Public,Home,/,1
13547,Public,Home,/,1
13548,Public,Home,/,1
13549,Public,Home,/,1
13550,Public,Home,/,1
13551,Public,Home,/,1
13552,Public,Home,/,1
13553,Public,Home,/,1
13554,Public,Home,/,1
13555,Public,activate,activate/221/23a683e5471a00af12bf8116c9ed6b6724a7f9da,2
13556,Public,Home,/,1
13557,Private,Profile,Profile/221,16
13558,Public,Home,/,1
13559,Public,Home,/,1
13560,Private,Profile,Profile/2,9
13561,Public,Home,/,1
13562,Public,Home,/,1
13563,Public,Home,/,1
13564,Public,Home,/,1
13565,Public,Home,/,1
13566,Public,Home,/,1
13567,Public,Home,/,1
13568,Public,Home,/,1
13569,Public,Home,/,1
13570,Public,Home,/,1
13571,Public,Home,/,1
13572,Public,Home,/,1
13573,Public,Home,/,1
13574,Public,Home,/,1
13575,Public,Home,/,1
13576,Public,Home,/,1
13577,Public,Home,/,1
13578,Public,Home,/,1
13579,Public,Home,/,1
13580,Public,Home,/,1
13581,Public,Home,/,1
13582,Public,Home,/,1
13583,Public,Home,/,1
13584,Public,News,News/Market-Movers/February-16th-2021,1
13585,Public,News,News/Pre-Market-Movers/February-16th-2021,1
13586,Public,News,News/Market-Movers/February-16th-2021,1
13587,Public,News,News/After-Hours-Movers/February-16th-2021,1
13588,Public,News,News/After-Hours-Movers/February-16th-2021,1
13589,Public,News,News/After-Hours-Movers/February-16th-2021,1
13590,Public,News,News/After-Hours-Movers/February-16th-2021,1
13591,Public,News,News/After-Hours-Movers/February-16th-2021,1
13592,Public,News,News/Pre-Market-Movers/February-16th-2021,1
13593,Public,News,News/Pre-Market-Movers/February-16th-2021,1
13594,Public,News,News/Market-Movers/February-16th-2021,1
13595,Public,News,News/Market-Movers/February-16th-2021,1
13596,Public,Home,/,1
13597,Public,News,News/Market-Movers/February-16th-2021,1
13598,Public,Home,/,1
13599,Public,Home,/,1
13600,Public,Home,/,1
13601,Public,Home,/,1
13602,Public,Home,/,1
13603,Public,Home,/,1
13604,Public,News,News/After-Hours-Movers/February-16th-2021,14
13605,Public,Stock,Stock/NYSE/STNG,10
13606,Public,Home,/,1
13607,Public,News,News/Market-Movers/February-16th-2021,10
13608,Public,Home,/,1
13609,Public,News,News/Pre-Market-Movers/February-16th-2021,12
13610,Public,News,News/Pre-Market-Movers/October-22nd-2020,1
13611,Public,Home,/,1
13612,Public,News,News/Pre-Market-Movers/October-22nd-2020,6
13613,Public,Home,/,1
13614,Public,Home,/,1
13615,Public,Home,/,1
13616,Public,News,News/Market-Movers/January-6th-2021,14
13617,Public,Home,/,1
13618,Public,News,News/Market-Movers/December-10th-2020,14
13619,Public,Home,/,1
13620,Public,Home,/,1
13621,Public,Home,/,1
13622,Public,Home,/,1
13623,Public,Home,/,1
13624,Public,Home,/,1
13625,Public,Home,/,1
13626,Public,activate,activate/223/b73232fa7204ca0494303dba5f588accbb865fac,1
13627,Public,activate,activate/223/b73232fa7204ca0494303dba5f588accbb865fac,1
13628,Public,Home,/,1
13629,Public,Home,/,1
13630,Public,Home,/,1
13631,Public,Home,/,1
13632,Public,Home,/,1
13633,Public,News,News/After-Hours-Movers/December-24th-2020,1
13634,Public,Home,/,1
13635,Public,Home,/,1
13636,Public,Home,/,1
13637,Public,Stock,Stock/NASDAQ/GNOG,9
13638,Public,Home,/,1
13639,Public,Home,/,1
13640,Public,Home,/,1
13641,Public,Home,/,1
13642,Public,Home,/,1
13643,Public,Home,/,1
13644,Public,Home,/,1
13645,Public,activate,activate/224/8bdf881c15f62bb72c2fb1fa3eaf3cb7495aa770,1
13646,Public,activate,activate/224/8bdf881c15f62bb72c2fb1fa3eaf3cb7495aa770,1
13647,Public,Home,/,1
13648,Public,Home,/,1
13649,Public,Home,/,1
13650,Public,Home,/,1
13651,Public,Home,/,1
13652,Public,Stock,Stock/NYSE/GGB.,1
13653,Public,Home,/,1
13654,Private,Youtube,Youtube/Trade-Review/ANTE,2
13655,Public,Home,/,1
13656,Public,Home,/,1
13657,Public,Home,/,1
13658,Public,Home,/,1
13659,Public,Home,/,1
13660,Public,Home,/,1
13661,Public,Home,/,1
13662,Public,Home,/,1
13663,Public,Home,/,1
13664,Public,activate,activate/225/45d70aedfcbf98525a4c463354dc0cb93aa4e24f,1
13665,Public,activate,activate/225/45d70aedfcbf98525a4c463354dc0cb93aa4e24f,2
13666,Public,Home,/,1
13667,Public,Stock,Stock/AMEX/GNMA,11
13668,Public,News,News/Market-Movers/December-17th-2020,2
13669,Public,Home,/,1
13670,Public,Home,/,1
13671,Public,Home,/,1
13672,Public,Home,/,1
13673,Public,Home,/,1
13674,Public,Home,/,1
13675,Public,Home,/,1
13676,Public,Home,/,1
13677,Public,Home,/,1
13678,Public,Home,/,1
13679,Public,Home,/,1
13680,Public,Home,/,1
13681,Public,Home,/,1
13682,Public,Home,/,1
13683,Public,News,News/Pre-Market-Movers/November-22nd-2020,1
13684,Public,Home,/,1
13685,Public,Home,/,1
13686,Public,Home,/,1
13687,Public,Home,/,1
13688,Public,Home,/,1
13689,Public,Home,/,1
13690,Public,Home,/,1
13691,Public,Home,/,1
13692,Public,Home,/,1
13693,Public,Home,/,1
13694,Public,Home,/,1
13695,Public,Home,/,1
13696,Public,Home,/,1
13697,Public,Home,/,1
13698,Public,Home,/,1
13699,Public,Home,/,1
13700,Public,Home,/,1
13701,Public,Home,/,1
13702,Public,Home,/,1
13703,Public,Home,/,1
13704,Public,Home,/,1
13705,Public,Home,/,1
13706,Public,Home,/,1
13707,Public,Home,/,1
13708,Public,Home,/,1
13709,Public,Stock,Stock/AMEX/DMRS,3
13710,Public,Home,/,1
13711,Public,Home,/,1
13712,Public,Home,/,1
13713,Public,Home,/,1
13714,Public,News,News/Pre-Market-Movers/February-17th-2021,1
13715,Public,News,News/Market-Movers/February-17th-2021,1
13716,Public,News,News/After-Hours-Movers/February-17th-2021,1
13717,Public,News,News/Market-Movers/February-17th-2021,1
13718,Public,News,News/Pre-Market-Movers/February-17th-2021,1
13719,Public,News,News/Market-Movers/February-17th-2021,1
13720,Public,News,News/Market-Movers/February-17th-2021,1
13721,Public,News,News/After-Hours-Movers/February-17th-2021,1
13722,Public,News,News/After-Hours-Movers/February-17th-2021,1
13723,Public,News,News/Pre-Market-Movers/February-17th-2021,1
13724,Public,News,News/Pre-Market-Movers/February-17th-2021,12
13725,Public,News,News/After-Hours-Movers/February-17th-2021,1
13726,Public,News,News/Pre-Market-Movers/December-18th-2020,2
13727,Public,Home,/,1
13728,Public,Home,/,1
13729,Public,Home,/,1
13730,Public,Home,/,1
13731,Public,Home,/,1
13732,Public,Home,/,1
13733,Public,Home,/,1
13734,Public,Home,/,1
13735,Public,Home,/,1
13736,Public,Home,/,1
13737,Public,Home,/,1
13738,Public,Home,/,1
13739,Public,Home,/,1
13740,Public,Home,/,1
13741,Public,Home,/,1
13742,Public,Stock,Stock/NYSE/ARI,9
13743,Public,Home,/,1
13744,Public,Home,/,1
13745,Public,Home,/,1
13746,Public,Home,/,1
13747,Public,News,News/After-Hours-Movers/February-17th-2021,22
13748,Public,Home,/,1
13749,Public,News,News/Market-Movers/February-17th-2021,20
13750,Public,Home,/,1
13751,Public,Home,/,1
13752,Public,Home,/,1
13753,Public,Home,/,1
13754,Public,Home,/,1
13755,Public,Home,/,1
13756,Public,Home,/,1
13757,Public,Home,/,1
13758,Public,Home,/,1
13759,Public,Home,/,1
13760,Public,Home,/,1
13761,Public,Home,/,1
13762,Public,Home,/,1
13763,Public,Home,/,1
13764,Public,Home,/,1
13765,Public,Home,/,1
13766,Public,Home,/,1
13767,Public,Home,/,1
13768,Public,Home,/,1
13769,Public,Home,/,1
13770,Public,Home,/,1
13771,Public,activate,activate/226/1beba60c706bb2b9866fa9d00dd336a68565ab14,1
13772,Public,activate,activate/226/1beba60c706bb2b9866fa9d00dd336a68565ab14,1
13773,Public,Home,/,1
13774,Private,Profile,Profile/220,1
13775,Public,Home,/,1
13776,Public,Home,/,1
13777,Public,Home,/,1
13778,Public,Home,/,1
13779,Public,Home,/,1
13780,Public,Home,/,1
13781,Public,Home,/,1
13782,Public,Home,/,1
13783,Public,Home,/,1
13784,Public,Home,/,1
13785,Public,Home,/,1
13786,Public,Home,/,1
13787,Public,Home,/,1
13788,Public,Stock,Stock/NYSE/AFB,11
13789,Public,Home,/,1
13790,Public,Home,/,1
13791,Public,Home,/,1
13792,Public,Home,/,1
13793,Public,Home,/,1
13794,Public,Home,/,1
13795,Public,Home,/,1
13796,Public,Home,/,1
13797,Public,Home,/,1
13798,Public,activate,activate/227/a4a7d700307b069b82ce36cb9f7301c0e908b91a,1
13799,Public,Home,/,1
13800,Private,Profile,Profile/227,2
13801,Public,Home,/,1
13802,Public,Home,/,1
13803,Public,Stock,Stock/NASDAQ/HDS,8
13804,Public,Stock,Stock/AMEX/ECOZ,4
13805,Public,Home,/,1
13806,Public,Home,/,1
13807,Public,Home,/,1
13808,Public,Home,/,1
13809,Public,Home,/,1
13810,Public,Home,/,1
13811,Public,Home,/,1
13812,Public,Home,/,1
13813,Public,Stock,Stock/NASDAQ/CALB,6
13814,Public,Home,/,1
13815,Public,Home,/,1
13816,Public,Home,/,1
13817,Public,Home,/,1
13818,Public,Home,/,1
13819,Public,Home,/,1
13820,Public,Home,/,1
13821,Public,Home,/,1
13822,Public,Home,/,1
13823,Public,Home,/,1
13824,Public,Home,/,1
13825,Public,Home,/,1
13826,Public,Home,/,1
13827,Public,Home,/,1
13828,Public,Home,/,1
13829,Public,Home,/,1
13830,Public,Home,/,1
13831,Public,Home,/,1
13832,Public,Home,/,1
13833,Public,Home,/,1
13834,Public,Home,/,1
13835,Public,Home,/,1
13836,Public,News,News/After-Hours-Movers/February-18th-2021,1
13837,Public,News,News/Market-Movers/February-18th-2021,1
13838,Public,News,News/Pre-Market-Movers/February-18th-2021,1
13839,Public,News,News/Pre-Market-Movers/February-18th-2021,1
13840,Public,News,News/After-Hours-Movers/February-18th-2021,1
13841,Public,News,News/After-Hours-Movers/February-18th-2021,1
13842,Public,News,News/Market-Movers/February-18th-2021,1
13843,Public,News,News/Market-Movers/February-18th-2021,1
13844,Public,News,News/Pre-Market-Movers/February-18th-2021,1
13845,Public,News,News/Pre-Market-Movers/February-18th-2021,1
13846,Public,News,News/Market-Movers/February-18th-2021,1
13847,Public,News,News/After-Hours-Movers/February-18th-2021,15
13848,Public,News,News/Pre-Market-Movers/February-18th-2021,17
13849,Public,Home,/,1
13850,Public,Stock,Stock/AMEX/CWS,3
13851,Public,Home,/,1
13852,Public,Home,/,1
13853,Public,Home,/,1
13854,Public,Home,/,1
13855,Public,Home,/,1
13856,Public,News,News/Market-Movers/February-18th-2021,11
13857,Public,Home,/,1
13858,Public,Home,/,1
13859,Public,Home,/,1
13860,Public,Home,/,1
13861,Public,Stock,Stock/AMEX/FPEI,2
13862,Public,Home,/,1
13863,Public,Home,/,1
13864,Public,Home,/,1
13865,Public,Home,/,1
13866,Public,Home,/,1
