id,page_name,page_title,page_url,page_sitemap_url,page_internal_url,page_controller,page_controller_url,page_controller_directory,page_file_directory,page_image,page_description,page_address,page_city,page_state,page_country,page_zipcode,page_facebook,active,custom,linked,functionality,design,mobile,seo,ext_links,grammar,d_optimize,load_perf,additional_notes
81,MyMI_Gold_Complete_Purchase_???,"Complete Purchase | Purchase MyMI Gold | MyMI Wallet",https://www.mymiwallet.com/MyMI-Gold/Complete-Purchase,https://www.mymiwallet.com/MyMI-Gold/Complete-Purchase,MyMI-Gold/Complete-Purchase/???,User/Wallet,User/Wallets/Complete_Purchase,application/modules/User/Wallet,application/modules/User/Wallet/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
82,MyMI_Gold_Purchase_Complete_???,"Purchase Complete | Purchase MyMI Gold | MyMI Wallet",https://www.mymiwallet.com/MyMI-Gold/Purchase-Complete,https://www.mymiwallet.com/MyMI-Gold/Purchase-Complete,MyMI-Gold/Purchase-Complete/???,User/Wallet,User/Wallets/Purchase_Complete/???,application/modules/User/Wallet,application/modules/User/Wallet/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
83,Wallets_Purchase_Coins_Transactions,"Coin Purchase Transaction | Purchase MyMI Gold | MyMI Wallet",https://www.mymiwallet.com/Wallets/Purchase-Coins-Transaction,https://www.mymiwallet.com/Wallets/Purchase-Coins-Transaction,Wallets/Purchase-Coins-Transaction,User/Wallet,User/Wallets/Purchase_Coins_Transaction,application/modules/User/Wallet,application/modules/User/Wallet/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,0,0,0,0,0,0,0,0,0,0,0
84,Support,"Customer Support | MyMI Wallet | The Future of Wealth",https://www.mymiwallet.com/Support,https://www.mymiwallet.com/Support,Support,User/Support,User/Support/index,application/modules/User/Support,application/modules/User/Support/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
85,Support_Communication_Manager,"Communication Manager | MyMI Wallet | The Future of Wealth",https://www.mymiwallet.com/Support/Communication-Manager,https://www.mymiwallet.com/Support/Communication-Manager,Support/Communication-Manager,User/Support,User/Support/Communication_Manager,application/modules/User/Support,application/modules/User/Support/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
86,Support_My_Requests,"My Support Request | MyMI Wallet | The Future of Wealth",https://www.mymiwallet.com/Support/My-Requests,https://www.mymiwallet.com/Support/My-Requests,Support/My-Requests,User/Support,User/Support/My_Requests,application/modules/User/Support,application/modules/User/Support/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
87,Knowledge_Base,"Customer Support Knowledge Base | MyMI Wallet",https://www.mymiwallet.com/Knowledge-Base/,https://www.mymiwallet.com/Knowledge-Base/,Knowledge-Base,User/Knowledgebase,User/Knowledgebase/index,application/modules/User/Knowledgebase,application/modules/User/Knowledgebase/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
88,Knowledge_Base_Account_And_Billing,"Account and Billing | Customer Knowledge Base | MyMI Wallet",https://www.mymiwallet.com/Knowledge-Base/Account-And-Billing,https://www.mymiwallet.com/Knowledge-Base/Account-And-Billing,Knowledge-Base/Account-And-Billing,User/Knowledgebase,User/Knowledgebase/Account_Billing,application/modules/User/Knowledgebase,application/modules/User/Knowledgebase/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
89,Knowledge_Base_Assets,"Assets | Customer Knowledge Base | MyMI Wallet",https://www.mymiwallet.com/Knowledge-Base/Assets,https://www.mymiwallet.com/Knowledge-Base/Assets,Knowledge-Base/Assets,User/Knowledgebase,User/Knowledgebase/Assets,application/modules/User/Knowledgebase,application/modules/User/Knowledgebase/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
90,Knowledge_Base_Getting_Started,"Getting Started | Customer Knowledge Base | MyMI Wallet",https://www.mymiwallet.com/Knowledge-Base/Getting-Started,https://www.mymiwallet.com/Knowledge-Base/Getting-Started,Knowledge-Base/Getting-Started,User/Knowledgebase,User/Knowledgebase/Getting_Started,application/modules/User/Knowledgebase,application/modules/User/Knowledgebase/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
91,Knowledge_Base_Integrating_Wallets,"Integrating Wallets | Customer Knowledge Base | MyMI Wallet",https://www.mymiwallet.com/Knowledge-Base/Integrating-Wallets,https://www.mymiwallet.com/Knowledge-Base/Integrating-Wallets,Knowledge-Base/Integrating-Wallets,User/Knowledgebase,User/Knowledgebase/Integrating_Wallets,application/modules/User/Knowledgebase,application/modules/User/Knowledgebase/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,0,0,0,0,0,0,0,0,0,0,0
92,Knowledge_Base_Investor_Profile,"Investor Profile | Customer Knowledge Base | MyMI Wallet",https://www.mymiwallet.com/Knowledge-Base/Investor-Profile,https://www.mymiwallet.com/Knowledge-Base/Investor-Profile,Knowledge-Base/Investor-Profile,User/Knowledgebase,User/Knowledgebase/Investor-Profile,application/modules/User/Knowledgebase,application/modules/User/Knowledgebase/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
93,Knowledge_Base_KYC_Verification,"KYC Verification | Customer Knowledge Base | MyMI Wallet",https://www.mymiwallet.com/Knowledge-Base/KYC-Verification,https://www.mymiwallet.com/Knowledge-Base/KYC-Verification,Knowledge-Base/KYC-Verification,User/Knowledgebase,User/Knowledgebase/KYC_Verification,application/modules/User/Knowledgebase,application/modules/User/Knowledgebase/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
94,Knowledge_Base_MyMI_Partnerships,"MyMI Partnerships | Customer Knowledge Base | MyMI Wallet",https://www.mymiwallet.com/Knowledge-Base/MyMI-Partnerships,https://www.mymiwallet.com/Knowledge-Base/MyMI-Partnerships,Knowledge-Base/MyMI-Partnerships,User/Knowledgebase,User/Knowledgebase/Partnerships,application/modules/User/Knowledgebase,application/modules/User/Knowledgebase/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
95,Knowledge_Base_Technical_Support,"Technical Support | Customer Knowledge Base | MyMI Wallet",https://www.mymiwallet.com/Knowledge-Base/Technical-Support,https://www.mymiwallet.com/Knowledge-Base/Technical-Support,Knowledge-Base/Technical-Support,User/Knowledgebase,User/Knowledgebase/Technical_Support,application/modules/User/Knowledgebase,application/modules/User/Knowledgebase/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
96,Knowledge_Base_Trade_Tracker,"Trade Tracker | Customer Knowledge Base | MyMI Wallet",https://www.mymiwallet.com/Knowledge-Base/Trade-Tracker,https://www.mymiwallet.com/Knowledge-Base/Trade-Tracker,Knowledge-Base/Trade-Tracker,User/Knowledgebase,User/Knowledgebase/Trade_Tracker,application/modules/User/Knowledgebase,application/modules/User/Knowledgebase/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
97,Knowledge_Base_Types_Of_Accounts,"Types of Accounts | Customer Knowledge Base | MyMI Wallet",https://www.mymiwallet.com/Knowledge-Base/Types-Of-Accounts,https://www.mymiwallet.com/Knowledge-Base/Types-Of-Accounts,Knowledge-Base/Types-Of-Accounts,User/Knowledgebase,User/Knowledgebase/Types_Of_Accounts,application/modules/User/Knowledgebase,application/modules/User/Knowledgebase/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
98,Management_Assets,"Assets | MyMI Wallet Management",https://www.mymiwallet.com/Management/Assets,https://www.mymiwallet.com/Management/Assets,Management/Assets,Management/Assets,Management/Assets/index,application/modules/Management/Assets,application/modules/Management/Assets/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
99,Management_Assets_Application,"Asset Applications | MyMI Wallet Management",https://www.mymiwallet.com/Management/Assets/Application,https://www.mymiwallet.com/Management/Assets/Application,Management/Assets/Application,Management/Assets,Management/Assets/Applications,application/modules/Management/Assets,application/modules/Management/Assets/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
100,Management_Assets_Application_Approve_???,"Approve Application | Asset Management | MyMI Wallet",https://www.mymiwallet.com/Management/Assets/Application/Aprove,https://www.mymiwallet.com/Management/Assets/Application/Aprove,Management/Assets/Application/Approve/???,Management/Assets,Management/Assets/Approval/???,application/modules/Management/Assets,application/modules/Management/Assets/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
101,Management_Assets_Application_Deny_???,"Deny Application | Asset Management | MyMI Wallet",https://www.mymiwallet.com/Management/Assets/Application/Deny,https://www.mymiwallet.com/Management/Assets/Application/Deny,Management/Assets/Application/Deny/????,Management/Assets,Management/Assets/Deny/???,application/modules/Management/Assets,application/modules/Management/Assets/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
102,Management_Assets_Application_Details_???_???,"Application Details | Asset Management | MyMI Wallet",https://www.mymiwallet.com/Management/Assets/Application/Details,https://www.mymiwallet.com/Management/Assets/Application/Details,Management/Assets/Application/Details/???/???,Management/Assets,Management/Assets/Details,application/modules/Management/Assets,application/modules/Management/Assets/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
103,Management_Assets_Distribute,"Distribute Asset | Asset Management | MyMI Wallet",https://www.mymiwallet.com/Management/Assets/Distribute,https://www.mymiwallet.com/Management/Assets/Distribute,Management/Assets/Application/Distribute,Management/Assets,Management/Assets/Distribute,application/modules/Management/Assets,application/modules/Management/Assets/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
104,Management_Support,"Support Management | MyMI Wallet Management",https://www.mymiwallet.com/Management/Support,https://www.mymiwallet.com/Management/Support,Management/Support,Management/Support,Management/Support/index,application/modules/Management/Support,application/modules/Management/Support/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
105,Management_ManType_Support,"Support Management | MyMI Wallet Management",https://www.mymiwallet.com/Management/Support,https://www.mymiwallet.com/Management/Support,Management/Support,Management/Support,Management/Support/index,application/modules/Management/Support,application/modules/Management/Support/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
106,Management_ManType_Support_Request_???,"Support Requests | Support Management | MyMI Wallet",https://www.mymiwallet.com/Management/Support/Requests,https://www.mymiwallet.com/Management/Support/Requests,Management/Support/Requests/???,Management/Support,Management/Support/Requests,application/modules/Management/Support,application/modules/Management/Support/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
107,Management_Users,"User Management | MyMI Wallet",https://www.mymiwallet.com/Management/Users,https://www.mymiwallet.com/Management/Users,Management/User,Management/User,Management/User,application/modules/Management/User,application/modules/Management/User/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
108,Management_Users_Assets_???,"User Assets | User Management | MyMI Wallet",https://www.mymiwallet.com/Management/Users/Assets,https://www.mymiwallet.com/Management/Users/Assets,Management/User/Assets/???,Management/User,Management/User/Assets,application/modules/Management/User,application/modules/Management/User/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
109,Management_Users_Block_???,"Block User | User Management | MyMI Wallet",https://www.mymiwallet.com/Management/Users/Block,https://www.mymiwallet.com/Management/Users/Block,Management/User/Block/???,Management/User,Management/User/Block,application/modules/Management/User,application/modules/Management/User/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
110,Management_Users__Distribute_???,"Distribute Asset | Asset Management | MyMI Wallet",https://www.mymiwallet.com/Management/Users/Distribute,https://www.mymiwallet.com/Management/Users/Distribute,Management/User/Distribute/???,Management/User,Management/User/Distribute,application/modules/Management/User,application/modules/Management/User/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
111,Management_Users_Force_Reset_???,"Force User Password Reset | User Management | MyMI Wallet",https://www.mymiwallet.com/Management/Users/Force-Reset,https://www.mymiwallet.com/Management/Users/Force-Reset,Management/User/Force-Reset/???,Management/User,Management/User/Force_Reset,application/modules/Management/User,application/modules/Management/User/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
112,Management_Users_Orders_???,"Investor Order | User Management | MyMI Wallet",https://www.mymiwallet.com/Management/Users/Orders,https://www.mymiwallet.com/Management/Users/Orders,Management/User/Orders/???,Management/User,Management/User/Orders,application/modules/Management/User,application/modules/Management/User/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
113,Admin_Add_External_Site,"Add External Site | Design Management| MyMI Wallet",https://www.mymiwallet.com/Admin/Add-External-Site,https://www.mymiwallet.com/Admin/Add-External-Site,Admin/Add-External-Site,Management/Admin,Management/Admin/Add_External_Site,application/modules/Management/Admin,application/modules/Management/Admin/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
114,Content_Creator,"Content Creator | Design Management | MyMI Wallet",https://www.mymiwallet.com/Content-Creator,https://www.mymiwallet.com/Content-Creator,Content-Creator,Management/Web_Design,Management/Web_Design/Content_Creator,application/modules/Management/Web_Design,application/modules/Management/Web_Design/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
115,Test_Page,"Test Page | Design Management | MyMI Wallet",https://www.mymiwallet.com/Test-Page,https://www.mymiwallet.com/Test-Page,Test-Page,Management/Web_Design,Management/Web_Design/Test_Page,application/modules/Management/Web_Design,application/modules/Management/Web_Design/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
116,Web_Design,"Web Design | Design Management | MyMI Wallet",https://www.mymiwallet.com/Web-Design/,https://www.mymiwallet.com/Web-Design/,Management/Web-Design,Management/Web_Design,Management/Web_Design/index,application/modules/Management/Web_Design,application/modules/Management/Web_Design/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
117,Web_Design_Charts,"Charts | Design Management | MyMI Wallet",https://www.mymiwallet.com/Web-Design/Charts,https://www.mymiwallet.com/Web-Design/Charts,Management/Web-Design/Charts,Management/Web_Design,Management/Web_Design/Charts,application/modules/Management/Web_Design,application/modules/Management/Web_Design/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
118,Web_Design_Forms,"Forms | Design Management | MyMI Wallet",https://www.mymiwallet.com/Web-Design/Forms,https://www.mymiwallet.com/Web-Design/Forms,Management/Web-Design/Forms,Management/Web_Design,Management/Web_Design/Forms,application/modules/Management/Web_Design,application/modules/Management/Web_Design/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
119,Web_Design_Icons,"Icon | Design Management | MyMI Wallet",https://www.mymiwallet.com/Web-Design/Icon,https://www.mymiwallet.com/Web-Design/Icon,Management/Web-Design/Icons,Management/Web_Design,Management/Web_Design/Icons,application/modules/Management/Web_Design,application/modules/Management/Web_Design/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
120,Web_Design_Tables,"Tables | Design Management | MyMI Wallet",https://www.mymiwallet.com/Web-Design/Tables,https://www.mymiwallet.com/Web-Design/Tables,Management/Web-Design/Tables,Management/Web_Design,Management/Web_Design/Tables,application/modules/Management/Web_Design,application/modules/Management/Web_Design/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
121,Web_Design_Test_Page,"Test Page | Design Management | MyMI Wallet",https://www.mymiwallet.com/Web-Design/Test-Page,https://www.mymiwallet.com/Web-Design/Test-Page,Management/Web-Design/Test-Page,Management/Web_Design,Management/Web_Design/Test-Page,application/modules/Management/Web_Design,application/modules/Management/Web_Design/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
122,Web_Design_Test_Page_CB,"Test Page | Design Management | MyMI Wallet",https://www.mymiwallet.com/Web-Design/Test-Page-CB,https://www.mymiwallet.com/Web-Design/Test-Page-CB,Management/Web-Design/Test-Page-CB,Management/Web_Design,Management/Web_Design/Test-Page-CB,application/modules/Management/Web_Design,application/modules/Management/Web_Design/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
123,Web_Design_Test_Page_Email,"Test Email | Design Management | MyMI Wallet",https://www.mymiwallet.com/Web-Design/Test-Page-Email,https://www.mymiwallet.com/Web-Design/Test-Page-Email,Management/Web-Design/Test-Page-Email,Management/Web_Design,Management/Web_Design/Test-Page-Email,application/modules/Management/Web_Design,application/modules/Management/Web_Design/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
124,Web_Design_UI_Elements,"UI Elements | Design Management | MyMI Wallet",https://www.mymiwallet.com/Web-Design/UI-Elements,https://www.mymiwallet.com/Web-Design/UI-Elements,Management/Web-Design/UI-Elements,Management/Web_Design,Management/Web_Design/UI_Elements,application/modules/Management/Web_Design,application/modules/Management/Web_Design/views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,,"2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
125,Community,"Investing Community of Investors | MyMI Wallets ",https://www.mymiwallet.com/Community,https://www.mymiwallet.com/Community,,,,application/modules/,application/modules//views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,"Community of Investment |  Network for free stock discussions, prices, and market sentiment with fellow investors and traders","2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
126,Stock_Search,"Search Stocks, ETFs & Bonds | MyMI Wallets",https://www.mymiwallet.com/Search-Stocks,https://www.mymiwallet.com/Search-Stocks,,,,application/modules/,application/modules//views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,"Search All Stocks, ETFs, & Bonds | Find the right investment when searching for the top stocks of the day and more. ","2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
127,News,"Daily Stocks, ETF & Bonds New | MyMI Wallets",https://www.mymiwallet.com/News,https://www.mymiwallet.com/News,,,,application/modules/,application/modules//views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,"Daily News about the Top Stocks, ETF & Bonds in Today's Volatile Markets | Coronavirus Pandemic Updates & News","2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
128,Verify_Email,"Registration Email | Verify Your Account | MyMI Wallets",https://www.mymiwallet.com/Verify-Email,https://www.mymiwallet.com/Verify-Email,,,,application/modules/,application/modules//views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,"Thank you for registering your account at MyMI Wallets. Please verify your email address to continue.","2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
129,Blog,"Investing &amp; Trading Blog | MyMI Wallets ",https://www.mymiwallet.com/Blog,https://www.mymiwallet.com/Blog,,,,application/modules/,application/modules//views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,"Blog of Investment &amp; Trading Ideas |  Stock discussions, prices, market movements and more.","2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
130,Login,"Login | MyMI Wallets",https://www.mymiwallet.com/login,https://www.mymiwallet.com/login,,,,application/modules/,application/modules//views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,"Login | MyMI Wallets - Start Investing & Earn More Profits Daily | Daily Advance Investing Alerts & Screeners | Stock Charts & Historical Data","2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
131,Edit_Profile,"Edit User Profile | MyMI Wallets",https://www.mymiwallet.com/Edit-Profile,https://www.mymiwallet.com/Edit-Profile,,,,application/modules/,application/modules//views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,"Edit Your User Profile Information | MyMI Wallets | The Best in Investments","2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
132,User_Profile,"User Profile | MyMI Wallets | The Best in Investments",https://www.mymiwallet.com/users/profile,https://www.mymiwallet.com/users/profile,,,,application/modules/,application/modules//views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,"View User Profile | MyMI Wallets | The Best in Investments","2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
133,Investor_Sentiment,"Investor Sentiment | The Future of the Stock Market",https://www.mymiwallet.com/News/Investor-Sentiment,https://www.mymiwallet.com/News/Investor-Sentiment,,,,application/modules/,application/modules//views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,"MyMI Wallets | Investor Sentiment Survey | In-Depth View of Investor's Sentiment regarding the Stock Market","2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
134,Weekly_Performance_Report,"Weekly Trade Alert Performance Report | MyMI Wallets",https://www.mymiwallet.com/Weekly-Performance-Report,https://www.mymiwallet.com/Weekly-Performance-Report,,,,application/modules/,application/modules//views,https://www.mymiwallet.com/assets/images/MyMI-Wallet-Logo-1024x1024.png,"MyMI Wallets | Weekly Trade Alert Performance Report | View our Weekly Trade Alert Performance Report ","2304 Ashland Ave.","Bossier City",LA,US,71111,https://www.facebook.com/MyMIWallet,0,,0,0,0,0,0,0,0,0,0,0
